10|2|40|1|3|0|6|0|3|6|3|0|0|5|4|1|7|2|3|0|3|3|0|1|4|2|2|2|0|0|9|4|5|0|3|6|0|4|4|2|0|5|3|0|0|0|0|0|0|0|0|0|0|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|Large family farms|30-40 years|Farmers
10|2|40|1|3|0|6|0|3|6|3|0|0|5|4|1|7|2|3|0|3|3|0|1|4|2|2|2|0|0|9|4|5|0|3|6|0|4|4|2|0|5|3|0|0|0|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Large family farms|30-40 years|Farmers
10|2|40|1|3|0|6|0|3|6|3|0|0|5|4|1|7|2|3|0|3|3|0|1|4|2|2|2|0|0|9|4|5|0|3|6|0|4|4|2|0|5|3|2|0|0|6|0|0|0|0|0|0|0|0|0|0|0|3|0|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|Large family farms|30-40 years|Farmers
10|2|40|1|3|0|6|0|3|6|3|0|0|5|4|1|7|2|3|0|3|3|0|1|4|2|2|2|0|0|9|4|5|0|3|6|0|4|4|2|0|5|3|2|0|0|6|0|0|0|0|0|0|0|0|0|0|0|4|0|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|Large family farms|30-40 years|Farmers
10|2|40|1|3|0|6|0|3|6|3|0|0|5|4|1|7|2|3|0|3|3|0|1|4|2|2|2|0|0|9|4|5|0|3|6|0|4|4|2|0|5|3|2|0|0|6|0|0|0|0|3|0|0|0|0|0|0|6|0|0|0|0|0|1|0|0|1|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|Large family farms|30-40 years|Farmers
10|2|41|1|3|0|7|0|2|9|0|0|0|3|6|2|5|2|0|0|2|5|2|0|4|4|0|2|0|4|5|4|5|0|5|4|2|5|2|0|0|4|4|0|0|0|5|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|Mixed rurals|30-40 years|Farmers
10|3|40|1|2|0|6|0|3|7|0|2|0|6|3|0|3|6|0|0|9|0|0|0|3|0|6|0|0|0|9|6|2|1|7|2|2|4|2|2|1|5|3|2|0|0|6|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|1|0|0|2|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|Large family farms|40-50 years|Farmers
10|3|40|1|3|0|3|0|6|9|0|0|0|4|5|0|0|9|0|0|6|0|3|0|0|0|6|3|0|0|9|7|2|0|7|2|6|3|0|0|0|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Large family farms|40-50 years|Farmers
10|3|40|1|3|0|3|0|6|9|0|0|0|4|5|0|0|9|0|0|6|0|3|0|0|0|6|3|0|0|9|7|2|0|7|2|6|3|0|0|0|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|Large family farms|40-50 years|Farmers
10|3|40|1|3|0|3|0|6|9|0|0|0|4|5|2|0|7|2|0|5|0|2|0|2|1|5|3|0|2|7|6|2|2|5|4|4|2|4|0|0|3|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|Large family farms|40-50 years|Farmers
10|3|40|1|3|0|3|0|6|9|0|0|0|4|5|2|0|7|2|0|5|0|2|0|2|1|5|3|0|2|7|7|2|0|7|2|4|2|4|0|0|3|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Large family farms|40-50 years|Farmers
10|3|40|1|3|0|3|0|6|9|0|0|0|4|5|2|0|7|2|0|5|0|2|0|2|1|5|3|0|2|7|7|2|0|7|2|4|2|4|0|0|3|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|Large family farms|40-50 years|Farmers
10|3|40|1|3|0|3|0|6|9|0|0|0|4|5|2|0|7|2|0|5|0|2|0|2|1|5|3|0|2|7|7|2|0|7|2|4|2|4|0|0|3|3|0|3|0|0|0|0|0|0|0|0|0|0|0|0|0|4|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|Large family farms|40-50 years|Farmers
10|3|40|1|3|0|3|0|6|9|0|0|0|4|5|2|0|7|2|0|5|0|2|0|2|1|5|3|0|2|7|7|2|0|7|2|4|2|4|0|0|3|3|2|0|0|6|0|0|0|0|0|0|0|0|0|0|0|5|0|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|Large family farms|40-50 years|Farmers
10|3|40|1|3|0|4|1|4|8|1|0|0|5|4|2|4|3|3|0|4|2|1|0|3|1|4|2|0|2|7|7|2|0|2|7|3|2|2|4|0|5|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|Large family farms|40-50 years|Farmers
10|3|40|1|3|0|5|1|4|8|0|1|1|4|4|3|3|4|2|1|2|3|2|1|2|2|3|3|1|4|5|6|2|1|6|3|1|3|5|1|1|6|3|2|0|0|6|0|0|0|0|0|0|0|0|0|3|0|5|0|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|Large family farms|40-50 years|Farmers
10|3|40|1|3|0|5|1|4|8|1|0|0|4|5|1|3|6|2|0|5|1|2|0|2|1|6|2|0|2|7|7|2|0|3|6|5|2|2|1|0|3|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|Large family farms|40-50 years|Farmers
10|3|40|1|3|0|5|1|4|8|1|0|0|4|5|1|3|6|2|0|5|1|2|0|2|1|6|2|0|2|7|7|2|0|3|6|5|2|2|1|0|3|3|0|0|0|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Large family farms|40-50 years|Farmers
10|3|40|1|3|0|5|1|4|8|1|0|0|4|5|1|3|6|2|0|5|1|2|0|2|1|6|2|0|2|7|7|2|0|3|6|5|2|2|1|0|3|3|0|0|0|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Large family farms|40-50 years|Farmers
10|3|40|1|3|0|5|1|4|8|1|0|0|4|5|1|3|6|2|0|5|1|2|0|2|1|6|2|0|2|7|7|2|0|3|6|5|2|2|1|0|3|3|0|0|0|6|0|0|0|0|0|0|0|0|0|0|0|6|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|Large family farms|40-50 years|Farmers
10|3|40|1|3|0|5|1|4|8|1|0|0|4|5|1|3|6|2|0|5|1|2|0|2|1|6|2|0|2|7|7|2|0|3|6|5|2|2|1|0|3|3|0|0|4|6|0|0|0|0|3|0|3|0|0|0|0|5|0|0|0|0|0|0|0|1|2|0|0|0|0|1|0|2|0|0|0|0|1|0|0|0|0|0|Large family farms|40-50 years|Farmers
10|3|40|1|3|0|6|2|2|6|0|3|3|2|5|0|3|6|0|0|9|0|0|0|3|0|2|0|4|0|9|5|2|3|7|2|5|4|0|0|0|2|3|0|0|0|0|0|0|0|0|0|0|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|Large family farms|40-50 years|Farmers
